Average_Hours_Worked_Per_Week,Monthly_Income,Hourly_Rate,Distance_From_Home,Promotion_gap,Absenteeism,Number_of_Companies_Worked,Job_Level,Years_in_Current_Role,Years_Since_Last_Promotion,Years_at_Company,Workload_index,Project_Count,Work_Life_Balance,Job_Satisfaction,Work_Environment_Satisfaction,Relationship_with_Manager,Total_Satisfaction_Score
56,6079,86,32,0.21739130434782608,17,4,4,14,5,22,3,5,2,5,2,2,9
35,3012,33,6,0.25,16,4,5,14,4,15,4,3,1,3,4,1,8
57,10741,68,21,0.35,10,2,4,12,7,19,0,2,4,2,3,2,7
31,5978,15,22,2.5,5,4,3,11,5,1,1,9,4,4,2,3,9
49,10058,90,13,0.23529411764705882,11,1,2,7,4,16,4,5,1,5,2,4,11
44,15140,87,7,0.037037037037037035,2,2,1,2,1,26,1,5,4,5,3,4,12
46,7815,73,20,0.3157894736842105,18,1,5,6,6,18,0,5,4,1,2,3,6
31,12950,47,11,0.0,11,1,2,2,0,28,0,1,2,4,2,4,10
42,3954,57,43,1.5,16,1,1,6,9,5,4,9,1,3,1,3,7
52,11326,86,40,0.3157894736842105,4,4,4,5,6,18,0,9,2,3,2,2,7
43,13507,79,4,0.42857142857142855,3,4,1,1,9,20,0,2,3,5,3,3,11
37,7981,85,18,0.6923076923076923,6,2,3,10,9,12,0,5,2,3,4,1,8
50,11323,43,38,0.391304347826087,18,2,5,5,9,22,0,6,4,3,3,2,8
41,16232,72,38,0.0625,5,3,5,4,1,15,0,7,2,5,4,3,12
40,7553,50,36,0.2222222222222222,0,4,4,2,2,8,4,6,1,1,4,4,9
57,10747,79,28,0.5,14,1,1,6,5,9,0,6,2,4,2,1,7
51,11572,61,48,0.4166666666666667,19,2,1,14,5,11,0,5,4,1,4,2,7
39,12662,91,43,0.3888888888888889,14,2,1,7,7,17,0,6,1,1,4,3,8
52,18384,69,5,0.05263157894736842,2,1,5,7,1,18,3,6,2,1,4,1,6
42,6177,68,44,0.16666666666666666,8,1,3,6,2,11,0,6,4,4,4,1,9
54,12106,89,6,0.2608695652173913,4,4,3,8,6,22,2,2,3,4,2,1,7
54,15721,45,9,0.0,10,3,2,7,0,10,0,5,2,2,2,3,7
44,4972,20,20,0.0,6,4,4,12,0,6,4,1,1,1,3,1,5
54,9155,47,3,0.4090909090909091,11,2,5,3,9,21,1,6,4,5,4,4,13
34,6838,83,34,0.0,6,3,2,7,0,17,0,5,3,4,1,4,9
37,13560,88,21,0.2631578947368421,10,4,3,8,5,18,3,2,2,3,4,2,9
53,11387,66,45,0.3157894736842105,2,2,3,8,6,18,2,6,3,3,4,4,11
50,3935,94,30,0.5,10,2,1,2,6,11,0,3,4,4,2,2,8
39,5073,15,48,0.12,5,3,5,8,3,24,0,4,3,1,3,1,5
47,12939,75,41,0.1,6,3,3,8,3,29,1,5,4,4,1,3,8
44,15897,74,14,0.2222222222222222,16,3,1,2,6,26,0,7,3,1,1,3,5
47,10280,76,43,1.0,1,3,5,8,8,7,2,6,3,5,4,3,12
53,16492,85,35,0.45,3,3,3,1,9,19,1,3,4,5,3,1,9
48,5642,40,10,1.0,16,1,1,11,3,2,2,9,3,3,2,2,7
47,7628,44,5,0.10344827586206896,0,3,2,7,3,28,1,5,4,4,4,2,10
38,11911,98,14,0.038461538461538464,15,4,3,12,1,25,0,9,3,1,3,1,5
34,3408,83,26,0.6153846153846154,17,4,3,4,8,12,3,6,2,2,2,4,8
45,3597,45,46,0.2692307692307692,5,2,2,3,7,25,0,9,4,5,3,2,10
30,19373,92,34,0.23333333333333334,15,2,4,3,7,29,0,4,2,1,4,3,8
33,15357,18,14,0.2222222222222222,4,1,2,9,6,26,3,1,2,2,2,1,5
55,14399,84,37,0.42857142857142855,10,1,4,13,3,6,0,2,1,1,1,3,5
50,14809,27,47,0.4444444444444444,4,3,1,14,4,8,0,1,2,3,2,2,7
45,4496,76,34,0.8181818181818182,10,3,4,2,9,10,1,8,4,1,2,4,7
39,3922,78,49,0.3333333333333333,8,3,3,11,1,2,2,8,3,5,2,4,11
48,3365,46,11,0.047619047619047616,3,2,4,9,1,20,0,8,2,5,3,3,11
48,8392,36,42,0.5,16,4,4,4,6,11,0,9,2,4,1,2,7
34,14005,72,49,0.20689655172413793,1,3,1,5,6,28,0,1,1,1,2,1,4
35,4124,89,18,0.27586206896551724,19,1,2,10,8,28,3,6,2,1,2,2,5
58,11182,70,22,0.3333333333333333,8,1,1,2,3,8,1,9,4,5,1,3,9
39,11175,82,21,0.30434782608695654,17,4,2,6,7,22,0,7,3,5,3,1,9
32,4533,60,13,0.875,9,3,2,9,7,7,0,6,4,1,4,4,9
41,18076,29,49,0.09523809523809523,19,2,2,13,2,20,2,5,3,2,4,4,10
54,7419,35,19,0.0,13,3,5,8,0,27,3,9,2,1,3,2,6
51,19720,33,29,0.3333333333333333,18,1,2,8,8,23,1,2,4,4,2,3,9
39,18290,73,43,0.045454545454545456,16,3,3,13,1,21,3,2,2,3,3,1,7
38,13589,40,11,0.21428571428571427,16,1,4,3,6,27,0,6,3,2,3,3,8
45,5003,93,11,0.2727272727272727,11,1,2,5,3,10,0,6,4,2,1,1,4
58,17217,98,4,0.03333333333333333,17,4,1,12,1,29,1,5,4,2,2,4,8
42,14708,89,20,0.4375,2,4,2,5,7,15,2,7,3,1,2,4,7
37,3587,95,42,1.0,12,3,1,13,6,5,1,8,4,2,3,1,6
39,3976,30,40,0.14285714285714285,14,4,3,2,2,13,0,9,3,5,2,4,11
41,11813,99,11,0.5,9,1,4,8,3,5,0,1,3,4,2,3,9
54,15021,71,42,0.9,2,1,3,2,9,9,0,1,3,4,1,3,8
51,4580,67,46,0.0,0,2,4,4,0,23,0,2,2,1,4,1,6
56,15598,82,25,0.6,0,4,5,3,6,9,0,7,2,5,2,3,10
53,16187,28,21,0.15789473684210525,4,4,3,9,3,18,4,5,1,2,1,4,7
57,9929,18,26,0.10714285714285714,13,4,2,4,3,27,4,3,1,1,3,4,8
49,7846,52,37,0.20833333333333334,13,2,1,7,5,23,0,6,4,4,2,2,8
53,17848,44,23,1.0,0,1,2,13,2,1,0,7,1,2,2,3,7
57,7464,88,14,0.625,17,1,5,13,5,7,0,3,2,5,3,3,11
37,3195,51,16,4.5,3,3,3,3,9,1,2,5,3,4,1,3,8
52,8746,17,18,0.15,11,4,4,9,3,19,0,6,2,4,2,1,7
47,11209,26,30,0.4666666666666667,17,1,4,7,7,14,1,5,4,2,2,1,5
39,11982,73,16,0.35714285714285715,18,3,3,5,5,13,0,5,2,4,4,2,10
37,19284,35,41,0.25,3,2,3,4,7,27,2,2,3,5,3,2,10
53,19284,29,11,0.21739130434782608,7,2,5,7,5,22,4,5,1,5,1,3,9
47,8701,90,25,0.32142857142857145,6,1,4,13,9,27,3,6,2,2,3,3,8
42,8237,80,3,0.2,12,4,5,4,4,19,1,3,4,4,2,2,8
48,8590,56,6,0.4090909090909091,1,1,1,5,9,21,2,3,3,3,2,3,8
44,4526,88,5,0.05555555555555555,6,2,1,13,1,17,4,2,1,4,2,1,7
33,6407,53,6,1.0,0,4,5,13,6,5,0,7,2,2,1,2,5
30,17263,77,22,0.24,10,3,1,6,6,24,0,2,2,2,3,1,6
50,7341,32,14,0.5555555555555556,6,3,4,10,5,8,3,3,2,4,3,1,8
39,8662,36,30,0.6666666666666666,18,4,4,1,2,2,0,8,4,5,2,2,9
37,12848,46,45,1.4,16,2,1,3,7,4,0,3,2,2,1,4,7
36,11689,88,35,0.5294117647058824,12,2,5,13,9,16,0,6,2,2,1,3,6
30,7980,39,14,1.5,5,2,4,14,9,5,2,5,3,3,4,4,11
30,3438,77,12,0.2857142857142857,17,3,5,10,4,13,0,4,2,3,3,2,8
46,8966,89,4,0.6,0,2,1,6,9,14,0,1,2,2,2,2,6
54,3462,15,27,0.2916666666666667,16,2,2,11,7,23,3,9,2,5,1,1,7
43,8227,44,30,0.0,11,4,3,10,0,14,0,6,4,1,2,4,7
39,16767,57,45,1.3333333333333333,19,3,1,6,8,5,0,8,2,1,4,1,6
53,3644,74,40,0.0,11,3,4,12,0,29,0,9,3,2,2,4,8
38,5666,65,47,0.0,16,1,1,7,0,9,3,9,2,5,4,1,10
51,13761,84,44,0.18518518518518517,6,3,1,11,5,26,1,2,4,5,1,2,8
57,17183,98,34,0.36,18,1,2,11,9,24,0,8,4,5,2,1,8
57,8913,97,8,1.25,11,4,3,14,5,3,3,6,2,1,4,1,6
36,15244,72,10,0.29411764705882354,11,2,3,14,5,16,4,4,1,3,2,3,8
37,6079,38,23,0.8,16,1,1,8,8,9,0,8,2,5,1,3,9
54,15544,71,45,1.1428571428571428,18,1,2,10,8,6,0,6,2,3,2,3,8
42,5475,26,38,0.4090909090909091,14,3,3,7,9,21,2,4,3,5,1,1,7
52,4256,95,1,1.0,11,4,5,13,5,4,4,7,1,5,4,2,11
43,16348,15,6,0.47058823529411764,15,4,2,2,8,16,4,3,1,1,4,1,6
53,17723,46,30,0.3333333333333333,14,2,3,3,2,5,4,5,1,2,3,4,9
57,19536,80,22,2.0,3,2,5,6,4,1,0,5,4,1,3,1,5
37,11495,74,13,1.0,8,4,1,5,3,2,4,1,1,2,2,4,8
54,3004,77,21,4.0,7,3,5,3,8,1,0,9,4,1,1,3,5
46,3391,43,16,0.4444444444444444,18,4,2,6,8,17,4,5,1,5,3,3,11
32,16552,84,42,0.25,3,4,3,8,1,3,1,8,4,4,2,1,7
30,11758,58,20,0.42857142857142855,2,4,1,3,3,6,0,3,1,1,3,3,7
43,5058,77,25,0.0,1,4,4,3,0,12,0,2,3,1,2,4,7
42,5348,36,16,0.26666666666666666,19,1,1,4,4,14,1,6,4,2,2,4,8
32,18829,85,48,0.21428571428571427,6,2,2,13,3,13,2,1,3,1,4,2,7
55,11618,51,30,2.0,11,2,1,14,6,2,2,7,3,3,4,4,11
56,3416,91,17,0.2962962962962963,19,3,3,11,8,26,0,2,3,2,3,2,7
42,10918,91,18,0.3333333333333333,10,1,5,3,5,14,3,3,2,3,3,3,9
42,4418,66,16,0.3888888888888889,19,1,4,11,7,17,0,6,3,5,3,4,12
32,3331,98,28,0.4666666666666667,2,2,1,7,7,14,1,2,4,5,2,1,8
30,17903,77,7,0.4666666666666667,15,4,3,12,7,14,0,6,3,5,4,2,11
39,9800,58,15,0.16666666666666666,14,3,2,8,1,5,0,8,3,2,1,3,6
49,10145,43,19,1.3333333333333333,9,2,5,5,4,2,3,6,2,4,2,2,8
59,16805,36,30,0.0,2,2,2,4,0,21,0,8,4,3,4,4,11
50,14391,61,21,0.3333333333333333,3,3,5,7,9,26,0,3,4,2,4,4,10
51,6739,15,48,3.0,12,3,2,6,9,2,0,3,3,1,1,1,3
54,10891,79,17,0.3333333333333333,9,3,3,12,4,11,1,1,4,4,4,2,10
42,4890,32,1,2.25,18,1,2,5,9,3,0,8,1,3,2,3,8
35,12127,34,10,1.0,1,4,2,14,6,5,4,7,1,5,4,3,12
38,15434,50,14,0.17391304347826086,0,2,1,13,4,22,3,4,2,5,3,4,12
53,12559,21,34,0.4375,1,4,5,9,7,15,0,8,3,5,2,2,9
32,14220,47,45,0.04,9,2,3,7,1,24,3,4,2,3,4,4,11
52,7921,27,18,1.0,3,4,2,1,5,4,3,4,2,1,4,4,9
36,12638,95,21,0.4666666666666667,12,2,2,7,7,14,0,3,1,2,3,3,8
48,4320,39,39,0.2,5,2,5,6,2,9,0,6,1,5,3,4,12
48,19568,87,20,0.0625,7,2,5,14,1,15,0,4,2,5,3,3,11
42,14023,98,48,0.20689655172413793,2,4,5,2,6,28,0,7,4,1,2,1,4
31,11038,45,45,0.17857142857142858,3,2,2,10,5,27,3,3,2,1,1,1,3
51,18452,64,46,1.0,11,1,5,5,4,3,0,5,1,1,1,4,6
32,7996,65,5,0.11538461538461539,14,3,2,12,3,25,0,6,4,3,4,4,11
58,11704,71,12,0.0,5,3,2,12,0,28,0,6,4,3,4,2,9
39,5594,17,1,0.045454545454545456,7,3,5,3,1,21,2,3,3,3,2,2,7
45,12861,68,37,0.13793103448275862,13,4,5,4,4,28,1,5,4,5,1,1,7
38,11348,85,38,3.0,10,3,1,3,9,2,1,5,4,4,3,1,8
31,3394,45,6,0.2631578947368421,4,2,4,11,5,18,2,4,3,1,1,4,6
38,12423,37,39,0.038461538461538464,8,3,5,9,1,25,3,6,2,3,4,2,9
56,17491,26,41,0.34615384615384615,12,4,2,12,9,25,0,9,2,4,1,4,9
32,15675,21,15,0.375,16,1,2,8,3,7,0,3,1,2,4,2,8
35,14944,23,22,0.36363636363636365,18,3,3,2,4,10,0,9,3,5,1,3,9
30,19187,40,3,0.8888888888888888,2,2,3,3,8,8,2,9,3,1,4,3,8
49,14786,82,23,1.2857142857142858,17,2,3,13,9,6,0,4,2,5,3,1,9
56,19614,48,41,0.07692307692307693,16,3,3,1,1,12,1,4,4,4,1,1,6
48,13913,24,26,0.0,14,3,4,14,0,24,0,5,1,2,3,3,8
54,12784,52,37,0.3076923076923077,17,2,5,1,8,25,4,6,1,1,4,1,6
35,8971,68,42,0.8571428571428571,10,3,1,11,6,6,2,8,3,2,1,2,5
42,19645,53,39,0.23809523809523808,1,1,4,13,5,20,3,5,2,2,2,4,8
56,12452,73,12,0.0,15,4,2,14,0,23,0,8,2,3,3,2,8
36,4778,31,27,0.4444444444444444,9,1,4,14,8,17,0,8,2,1,3,2,6
30,3434,90,42,0.2,1,4,5,5,3,14,3,5,2,1,3,4,8
38,19766,22,15,0.0,17,1,1,2,0,24,0,6,4,5,3,1,9
30,7966,82,37,0.2727272727272727,10,4,5,14,3,10,3,7,2,3,2,3,8
36,14165,67,48,0.6,8,3,2,14,3,4,0,9,3,4,2,2,8
47,6648,76,11,0.5555555555555556,9,3,1,2,5,8,0,6,3,5,3,3,11
44,6851,68,17,0.05555555555555555,14,2,1,5,1,17,0,9,1,4,1,1,6
45,9142,97,41,0.18181818181818182,15,2,4,6,4,21,1,4,4,5,2,2,9
40,15677,88,21,0.3333333333333333,15,2,3,11,3,8,1,4,4,1,4,1,6
31,3568,52,44,0.0,16,1,1,9,0,22,2,8,3,5,1,3,9
56,18010,86,9,0.5333333333333333,1,3,3,1,8,14,1,4,4,3,4,3,10
51,9395,96,12,0.0,2,1,4,8,0,25,2,6,3,5,2,1,8
50,17753,23,1,0.2631578947368421,15,4,5,5,5,18,0,8,2,1,3,4,8
56,19478,45,11,1.1428571428571428,1,2,2,1,8,6,0,2,4,3,4,3,10
47,6106,40,38,0.75,8,2,5,1,6,7,0,6,4,3,3,1,7
37,7561,61,26,0.09090909090909091,19,1,4,9,2,21,1,1,4,4,3,1,8
42,18685,41,48,0.1875,2,1,3,11,3,15,2,5,3,2,2,2,6
31,11897,78,1,0.2916666666666667,6,3,4,5,7,23,0,3,2,3,2,3,8
55,18389,92,8,0.1724137931034483,17,1,1,4,5,28,3,6,2,5,1,4,10
55,15704,35,1,0.0,14,3,2,12,0,22,0,5,2,2,2,1,5
32,16475,15,23,0.42857142857142855,11,2,4,7,3,6,0,2,1,5,3,2,10
57,14952,93,8,0.06896551724137931,5,3,2,10,2,28,3,4,2,2,2,3,7
50,8091,47,38,1.5,19,3,3,1,9,5,1,2,4,3,3,1,7
55,13112,17,33,0.36363636363636365,1,4,1,8,8,21,0,1,1,2,2,2,6
40,12505,27,47,0.13793103448275862,10,3,5,10,4,28,1,4,4,3,2,4,9
30,12938,28,46,1.5,17,2,1,13,9,5,3,1,2,1,4,1,6
51,11155,95,31,0.25,9,1,4,8,5,19,3,6,2,1,3,2,6
34,4210,57,29,0.3333333333333333,7,2,2,1,8,23,3,4,2,3,2,4,9
34,15647,54,32,0.25,1,4,1,11,2,7,4,6,1,2,2,2,6
39,11072,22,33,0.5294117647058824,12,4,5,7,9,16,3,3,2,1,2,3,6
30,5761,48,10,0.10344827586206896,3,4,1,13,3,28,0,5,2,1,2,3,6
36,3509,16,22,3.0,10,4,4,11,9,2,2,3,3,4,3,3,10
34,6612,46,35,3.0,7,4,5,11,9,2,4,3,1,2,1,4,7
55,8124,33,15,0.6666666666666666,9,4,2,14,8,11,0,6,1,3,1,3,7
54,13039,65,28,0.45,19,4,4,14,9,19,0,1,1,3,4,3,10
56,5552,86,22,0.75,8,2,3,13,9,11,0,9,3,3,3,4,10
44,10533,92,19,0.3076923076923077,6,4,5,9,8,25,3,9,2,4,1,2,7
51,8842,15,48,0.5,15,3,2,6,2,3,2,2,3,2,3,4,9
30,6343,23,4,0.0,17,1,4,5,0,26,4,5,1,2,2,1,5
33,11896,50,12,0.6363636363636364,0,2,5,10,7,10,2,7,3,5,2,2,9
54,6833,74,9,0.1,13,3,5,8,1,9,4,9,1,3,1,4,8
31,6439,59,37,0.0,7,3,4,3,0,6,0,8,4,4,1,2,7
48,7403,15,18,0.08695652173913043,19,4,3,10,2,22,0,5,4,1,3,1,5
55,17069,75,6,0.0,13,2,4,10,0,24,3,7,2,5,3,3,11
54,3054,32,39,0.3333333333333333,6,4,4,2,2,5,0,3,3,1,1,3,5
57,18025,55,30,2.3333333333333335,17,3,1,2,7,2,2,4,3,5,1,3,9
39,19199,38,45,0.10714285714285714,12,1,4,14,3,27,2,4,3,5,4,1,10
44,16252,30,3,0.0,8,1,3,10,0,11,1,8,4,5,4,1,10
43,7668,72,47,0.6923076923076923,0,3,5,11,9,12,2,2,3,5,4,3,12
34,12196,55,33,0.32,17,2,1,7,8,24,0,1,3,1,2,2,5
58,18002,68,10,0.3333333333333333,5,1,1,4,9,26,1,3,4,1,3,4,8
49,6380,43,42,0.0,1,1,1,2,0,28,0,9,2,2,3,3,8
30,11780,53,47,0.1,13,3,2,6,2,19,1,9,4,4,4,1,9
43,5465,95,38,0.09090909090909091,6,1,3,2,2,21,1,8,4,5,1,1,7
33,5600,41,30,0.2916666666666667,12,3,5,2,7,23,0,9,1,2,4,4,10
41,17222,62,48,0.5,13,2,1,5,2,3,2,8,3,2,2,4,8
57,19752,34,10,0.5,13,3,1,9,4,7,2,7,3,1,2,4,7
44,16155,52,31,0.5,9,3,3,5,6,11,0,3,1,4,4,3,11
37,10505,51,17,0.6666666666666666,19,4,3,3,2,2,3,5,2,5,2,3,10
57,3764,60,49,0.2,18,4,1,7,3,14,0,6,2,3,1,1,5
45,17482,22,32,0.35,6,4,3,14,7,19,2,6,3,2,2,4,8
59,6636,83,33,0.35714285714285715,4,2,1,1,5,13,0,4,3,2,2,4,8
37,9553,95,22,0.037037037037037035,12,4,2,2,1,26,1,4,4,4,2,3,9
55,11628,32,47,0.07692307692307693,12,2,1,3,1,12,1,7,4,1,4,1,6
47,6663,78,19,0.25925925925925924,0,4,3,13,7,26,1,6,4,1,4,2,7
44,14628,33,6,0.0,13,1,2,9,0,26,2,1,3,4,1,4,9
57,11720,58,39,0.32142857142857145,14,1,4,11,9,27,4,4,1,4,4,1,9
59,10719,70,40,0.35294117647058826,8,1,3,5,6,16,0,8,1,1,1,4,6
35,6252,78,36,0.23333333333333334,14,1,3,4,7,29,1,1,4,4,4,4,12
31,15273,67,5,0.0,7,1,4,1,0,23,2,8,3,4,3,2,9
47,18780,57,12,0.1,19,1,1,8,3,29,0,6,3,5,2,1,8
48,11804,38,36,0.25925925925925924,12,3,5,5,7,26,0,3,4,4,3,4,11
39,9981,95,1,0.4,11,1,5,4,4,9,3,4,2,5,4,2,11
53,11495,75,3,1.5,17,3,1,2,9,5,2,4,3,1,3,2,6
55,7513,91,16,1.0,15,3,1,12,6,5,3,6,2,4,4,1,9
44,19074,84,2,0.09090909090909091,17,4,3,13,2,21,2,7,3,1,2,4,7
47,18171,40,1,4.5,14,2,3,7,9,1,0,1,1,2,2,3,7
57,16653,57,21,0.08695652173913043,3,2,5,8,2,22,0,5,1,2,4,3,9
49,17134,69,11,0.09090909090909091,12,3,4,2,1,10,1,5,4,3,3,4,10
41,6247,47,2,0.3333333333333333,5,2,1,2,3,8,0,3,3,2,4,3,9
50,11484,36,4,0.15,4,3,5,5,3,19,4,4,1,2,1,1,4
58,15050,92,3,2.0,17,2,1,2,6,2,0,7,4,1,3,2,6
55,17255,52,27,0.14285714285714285,19,3,2,3,3,20,2,1,3,1,2,4,7
59,5760,43,16,0.0,2,4,3,6,0,19,0,4,1,3,1,2,6
56,13665,45,17,0.21428571428571427,4,3,1,9,6,27,0,1,4,3,1,4,8
42,5270,51,40,0.0,11,2,1,4,0,23,0,9,1,1,3,1,5
41,13597,80,14,0.42857142857142855,14,1,1,2,9,20,3,8,2,5,2,3,10
57,5904,63,9,0.1875,8,1,5,11,3,15,0,1,2,5,4,3,12
32,14875,53,44,0.0,0,3,2,14,0,5,1,1,4,4,4,1,9
32,19481,75,22,0.3333333333333333,0,1,2,13,7,20,0,9,4,1,1,4,6
59,9983,90,10,0.0,10,4,2,7,0,27,0,9,4,4,3,1,8
38,5162,20,29,0.5294117647058824,11,4,5,12,9,16,3,4,2,3,1,4,8
51,3536,18,30,0.15,3,4,1,4,3,19,0,3,1,5,3,4,12
35,14575,51,2,0.5,0,1,2,6,2,3,0,5,2,1,3,2,6
41,17086,15,28,0.14285714285714285,17,4,2,5,4,27,3,6,2,3,2,1,6
42,10280,44,28,0.13636363636363635,4,3,4,14,3,21,0,8,1,5,1,2,8
52,11957,19,42,0.045454545454545456,4,2,3,14,1,21,0,7,1,3,2,3,8
38,18424,72,45,0.5,0,2,3,3,2,3,4,8,1,2,4,1,7
47,5413,41,20,1.5,17,4,4,12,6,3,1,4,4,1,3,4,8
53,5766,24,16,0.32142857142857145,18,3,4,5,9,27,3,8,2,2,2,3,7
39,7698,78,22,1.6,6,2,4,9,8,4,0,5,1,4,3,4,11
31,5806,64,2,0.0,17,2,5,14,0,8,0,2,4,5,2,3,10
34,17833,98,11,0.0,9,3,1,1,0,10,0,3,1,5,1,2,8
36,11894,54,1,0.34615384615384615,0,1,4,7,9,25,0,1,1,4,3,4,11
59,14549,53,4,0.18181818181818182,8,2,3,11,4,21,2,8,3,2,1,3,6
39,8886,36,18,1.0,16,4,5,12,2,1,0,9,4,2,2,4,8
31,3592,16,16,0.6,2,2,1,7,3,4,0,1,3,5,3,3,11
59,15564,83,42,0.7777777777777778,1,3,2,11,7,8,1,3,4,4,1,1,6
33,7832,30,11,0.875,15,3,2,1,7,7,0,4,1,1,3,3,7
52,4382,62,29,1.0,10,2,2,12,3,2,3,1,2,2,2,2,6
54,13582,37,9,1.6,10,3,2,13,8,4,0,6,3,2,3,4,9
56,8517,18,27,0.3181818181818182,7,3,3,13,7,21,3,8,2,3,3,2,8
47,9769,28,32,0.0,12,2,4,14,0,4,0,4,2,2,1,4,7
46,16263,40,18,0.2777777777777778,8,3,3,12,5,17,0,2,2,5,3,1,9
51,19362,72,13,0.25,14,1,2,13,6,23,1,3,4,1,3,2,6
35,17264,47,3,0.4666666666666667,9,1,3,10,7,14,0,8,4,2,1,2,5
37,7004,25,16,0.15384615384615385,4,4,3,2,4,25,0,9,3,2,1,4,7
46,9615,98,26,0.28,13,4,4,9,7,24,2,7,3,5,3,1,9
56,10903,55,42,0.14285714285714285,17,2,2,4,1,6,4,1,1,5,4,3,12
51,14124,88,18,0.21739130434782608,10,2,5,1,5,22,0,8,2,5,4,3,12
58,5892,76,13,0.8333333333333334,2,4,4,1,5,5,0,4,1,5,2,1,8
38,19950,53,10,0.14285714285714285,17,4,5,6,1,6,3,2,2,4,4,3,11
37,16252,76,39,0.6666666666666666,9,4,2,5,2,2,0,3,3,2,3,2,7
57,7968,26,48,0.25,4,3,5,13,7,27,0,1,4,3,2,3,8
57,12814,96,35,0.8,17,4,1,8,4,4,3,2,2,3,4,1,8
44,15891,57,27,0.375,13,3,1,10,3,7,0,1,1,5,2,2,9
53,11521,73,31,0.0,10,1,5,5,0,18,0,5,3,5,2,1,8
45,10985,18,25,0.16666666666666666,19,2,2,6,2,11,0,3,2,1,2,3,6
50,9042,79,32,0.26666666666666666,10,4,4,9,8,29,4,4,1,2,3,1,6
33,15219,48,44,3.0,4,4,5,11,9,2,0,9,4,4,3,3,10
41,18398,55,7,0.21428571428571427,15,4,4,5,3,13,0,3,2,1,2,4,7
32,16979,95,13,1.6,11,4,4,11,8,4,2,7,3,3,4,2,9
39,12309,99,15,0.0,1,4,4,7,0,5,0,9,4,4,2,2,8
32,11670,92,27,0.034482758620689655,10,4,1,6,1,28,4,3,1,2,3,1,6
58,3587,80,12,0.6923076923076923,11,2,1,13,9,12,1,6,4,2,1,2,5
58,13460,36,29,0.5454545454545454,10,4,2,4,6,10,4,1,1,5,4,3,12
40,17199,40,38,0.3333333333333333,8,3,4,2,5,14,0,6,4,2,3,4,9
44,19769,55,22,0.0,14,4,1,8,0,9,0,4,1,3,3,2,8
34,11307,30,15,0.3333333333333333,14,3,3,4,8,23,1,8,4,4,3,2,9
48,16086,58,29,0.0,9,4,2,11,0,18,0,3,1,5,3,4,12
59,12946,86,3,0.07142857142857142,14,4,1,8,2,27,3,2,2,5,3,4,12
32,3472,67,17,1.0,9,1,3,3,7,6,3,7,2,3,1,2,6
41,3469,72,12,0.3333333333333333,14,2,1,11,3,8,1,8,4,3,3,4,10
32,3604,31,31,0.2857142857142857,17,3,5,6,2,6,0,2,4,4,4,1,9
42,14573,95,5,0.17857142857142858,13,1,3,13,5,27,2,1,3,2,2,1,5
39,6813,55,33,0.25,13,2,4,4,5,19,4,4,1,5,1,2,8
41,18516,29,49,0.0,7,4,4,13,0,26,3,6,2,5,4,4,13
42,8911,33,22,0.5,15,3,3,10,5,9,3,9,2,2,4,2,8
32,14711,37,15,0.23809523809523808,13,2,2,9,5,20,4,6,1,4,3,2,9
35,9210,42,4,0.22727272727272727,3,2,1,11,5,21,0,4,4,1,1,4,6
38,8938,31,19,0.0,10,1,2,5,0,3,0,4,3,4,2,4,10
34,18802,27,22,0.375,15,2,5,1,3,7,0,8,3,4,1,3,8
34,5032,54,31,0.5384615384615384,14,3,5,4,7,12,0,5,4,1,2,1,4
45,3672,44,35,1.4,6,2,1,10,7,4,4,7,1,1,3,4,8
30,10533,38,37,0.1,13,1,2,14,2,19,3,1,2,5,1,4,10
42,17738,38,16,1.75,3,1,5,5,7,3,0,4,3,4,2,1,7
45,3698,29,34,0.2413793103448276,8,4,3,6,7,28,0,4,3,1,1,3,5
51,15853,46,4,0.07142857142857142,7,1,5,4,1,13,0,7,2,4,2,2,8
51,19009,26,6,0.1111111111111111,0,2,3,13,1,8,0,1,4,3,4,2,9
34,4074,41,28,0.38095238095238093,5,4,3,7,8,20,0,7,1,3,4,2,9
50,13908,48,41,0.038461538461538464,1,1,4,13,1,25,4,8,1,4,2,2,8
52,15335,59,21,0.07692307692307693,9,3,2,14,1,12,0,7,4,3,3,4,10
52,4715,65,8,0.21428571428571427,3,2,5,12,6,27,0,4,4,3,3,2,8
47,8389,71,22,0.24,12,2,5,8,6,24,4,5,1,5,1,1,7
32,5332,26,22,0.8,18,1,4,3,4,4,4,7,1,5,1,2,8
32,8010,60,12,0.14814814814814814,7,4,4,14,4,26,0,4,2,3,4,3,10
59,3492,65,7,1.3333333333333333,14,3,3,11,8,5,0,7,4,3,4,3,10
34,12936,17,13,0.24,7,2,4,13,6,24,1,9,4,3,2,1,6
43,18404,86,29,0.8,8,1,5,2,4,4,4,7,1,2,2,1,5
51,17576,17,18,0.8,0,1,4,13,4,4,4,7,1,5,1,3,9
30,16866,66,8,0.4375,11,4,1,7,7,15,0,3,4,3,4,4,11
49,16975,77,8,0.16,2,1,4,11,4,24,2,1,3,5,4,1,10
45,17547,59,26,0.36363636363636365,17,1,5,5,4,10,3,1,2,3,3,1,7
50,3015,18,5,0.875,8,3,3,9,7,7,0,7,2,4,4,3,11
31,14103,59,38,1.5,19,3,5,14,3,1,3,6,2,4,4,1,9
31,11429,82,44,1.0,10,2,2,9,2,1,4,8,1,4,4,2,10
